id,deviceId,key,latitude,longitude,windspeed
53,ef436cce-ee06-4c31-9bf0-a96531a0e535,d881e71f8429da3a6728d8fe3019e74b02121d237bdaa425f8f54d887e612fdd,56.6616,16.3616,9.47
54,abad299b-f566-4705-bf67-035523103b84,a9a7babc1ab53d40181ca64a5bc4a7079b3294abac79ecda468207cd28a1ebb9,40.4833,-8.7,10.21
55,150a2d15-dc64-492a-8793-9d38d17b0d4e,9047a5c0c0da2615c573948dcb807ad3040ae21f42dc4627b604aa6d51ce6d4a,-3.573,128.65242,10.06
56,3c365c5e-1ef9-4d8d-86a5-d74235f95963,b447bf4bf38e411048c8175a82297ba7e690c3fbc7b88efe3af6d4bb69056654,-8.429,123.1311,11.3
57,e2d1ea73-3e5f-4180-b831-4e82aa7db847,340ea258094c2b5bf786fc95bb181b964e1a6d027ca5305f5e23b1275d79ac9f,49.89587,18.54779,8.97
58,b5823b87-aff4-419c-be98-aa20aac3e955,7836ed96b13418f3db2d074c0894fda65870eef14360de7e1f2661318892f80d,49.86759,19.6772,9.95
59,abd2bc56-8615-4b26-b4c4-f4f7930e4efe,e1366ba54dfef50b204511c29a694b883767158ee90e03f4554de241c18d97a5,39.085,-94.6356,8.2
60,7ed18398-346a-42c6-9b94-0cbc701c071c,107a6c2aed7a4e69853274ce1b8f8596b20d8804e7f91a2b738c8848735ff423,-23.18639,-46.88417,11.07
61,96318425-2422-42c5-b781-e11856007158,48dd51e29f6a9eaecfc8fc0e44846a5629b1f6187c118d9cd2abe9faedee087d,43.77139,17.02833,10.24
62,caaf4c48-a577-452f-9708-1c95e3728fb3,f0e0cd495da0a9ede2518a3f12e0fe127d2ca1f81d1033506dc75b18c60ab584,3.3356,97.13078,10.54
63,6c944de6-7e15-4110-836e-a8c9d0599810,6e7b831d7959a67db2afaadac1a53cee9332be940d6921181825c93234c839f0,57.721,12.9401,8.23
64,14686405-1dbc-47ca-8b8c-afb8d566bcf8,29e91d5a55aa5379205c31cffe2a78cc8d6c03e82b5b207729cec19c103c0b74,-4.59111,15.17083,9.04
65,5cfc0e3d-b07c-448e-8a12-4921efb6ce18,125da120535d118e6bfe2a2e34ede572c62304a8accab151f0ca6b51eb4cd4d9,15.89224,104.90563,10.21
66,bd5f2d2b-1d07-43fd-bba1-17602a6e9c08,46179fb1df6be0266c415d5438591ae4ad9f69872cab3286807103057bf77556,39.60556,19.8925,10.61
67,88a4d162-f110-44b9-8e5a-6c1bde101b7a,81a2cc0d56835ce6f57d7d60948137ff526f2c0679057b89347b16aa79fa44aa,9.91163,-84.17835,11.13
68,e88d6254-df1c-466f-a919-3ac5627c9839,bf0001e66c7024f5373c67d4e050eb4fc7424a0c4bb08c28e9af2ad620fa7519,-3.3235,119.8236,10.9
69,1a6b9d1e-9634-4b8c-925f-d814710b29dc,64fc0f58a202c8c2f250bb4acf201126bf0dace35bd44ee96e3d038370f57277,-8.6136,120.4721,10.58
70,0ec5a3df-8cce-46a9-9021-a9fcc60e75c1,d9f1ac89d2abbf13afb5832685dbe4ba58f594b4120265c0da1e143d03a8300a,28.15594,115.59658,9.95
71,b7e0680a-c6c6-481f-8568-aacacb947716,f847d129ede50459b0f666c32a66f795bc20826a68c8306728e7d037dab6d78a,4.81722,-72.28861,10.68
72,c46f2ee6-18d5-428a-866f-f4173d7a4fec,d5803a9e1952a1a6c80879ddd357b6e84674dd48a8177c20834c7c7fa93f955a,-7.5389,108.0939,11.27
73,38fa6644-c574-45f2-ac5d-473ed3427894,8be4a26ac4ae52975f6c656d0703dd1f7c5b7f221439952dd2eab227bce5720c,23.21722,113.65489,9.15
74,d85dd8d5-7de9-44d2-b527-5fc67680121c,59968de633a7ed76f45fe5584621addfccf0cd4460bd32a3938219397f18f905,45.25083,19.39194,11.09
75,aaef1fe6-8bae-4332-89f7-5ddb2c4acc54,c894708140b22fd6ac29c99988759e812258eb0b4e1c31185e075a6a890953ae,41.6727,-93.5722,10.68
76,49395323-c9d8-443e-9d20-9747ae6346ec,e33d52bb25bb494affe0a577cc8c0e9e21b3c1c884e76b1097d75fcbd89c1b8f,31.03025,119.83106,7.53
77,aab3ec35-2e35-4ad3-ac0a-0b38079b9636,d286dc25b173f5162b7307b3aea62d3102190a40588d620dd9edcbe2ac0a759d,-1.95,32.93333,9.36
78,597d4240-284b-45c9-9c1d-bc684e1d8f84,51bad03c82e550f57028db6be77f1327aae33f92aa737650bfd6ccdbdffee828,48.81492,25.59989,10.14
79,72780ef3-05b6-4515-a489-a3d2e846510b,a5b14d05940b3e7cf7ce80d6c9b84093c01d992fb22740a5b49550ef1374f4fa,37.86667,21.26667,8.4
80,4098f710-e29d-4423-9cd2-6a853fbfd30f,730500cb74333eddec88ef821cdd9a69001531b0c1ee78e75decee103e0ffb02,-3.0072,120.2057,9.63
81,b28f875d-70c5-465a-b1a2-c68c5490f593,72975d6028e6ec360c391be3008c3af3bdcaf180f4300a0ce1975102617cf2ab,36.31167,120.37583,10.78
82,ffaaec6c-b1ec-4eac-a8bb-7afc1f420673,37808ae5ff247800a6d311e357789c65e48a8c28c1aa26b14c5c4573a0c4c496,-6.7969,111.978,11.27
83,ada24013-3f4d-4d25-8ebb-3e1284381944,cedcc9e348c712a1597a2a683938e46857d2da13c296175c901a9329051f55da,41.65,25.36667,9.79
84,1309e9a6-ab73-41d5-ac70-af4265cd0371,cbc89404667d1a77f625729bdad1984e6ae6ea53abe1459422e74872217a7f06,49.57858,17.48347,9.57
85,adc3d630-e1f8-4a4e-ac51-d2ca2cbc3470,e90929c087e843c5e3cc0a6602d2f322bcecf50aeccd771f9128876df01c2bdc,53.72226,18.49051,9.85
86,1f53e28c-85ea-4c0f-ab1a-925fa32d36bd,6f8331d0a3bde80b8a39061f5d8aa1f166c4fb8bbf6550989ba7a88bb479e8a9,5.65,37.36667,9.98
87,7cddc29e-f295-455f-886c-dc4d30943e21,bbeec6bb14b891f185fb32977a51d6f64499bb9bd45edc99fbfa5faa9575f089,-44.17904,-71.36847,9.0
88,ce29b647-27b5-4af6-9b89-976414f831b7,fd2533b638c789d4b64bdd2f4afb3921708ef51ef08c87236a0e39a535d07970,35.57244,8.67031,10.8
89,afd8d7fb-8739-47ba-8b7d-4429b0949c67,16dd61f0599453a36a6716ea072a18c8c276d6086a157364e6898f71ad8a1d0e,-9.39861,-40.50083,10.64
90,0b4abda4-951a-4352-9ee4-e78e2cfd9d15,b3d0dbabc2b9495119258f306f64ae65fe57e89294e8f4b4997924bc19425e89,48.52144,24.64857,11.79
91,6d2559c6-f173-4888-aba0-5befc7eef906,c5678fac27116308fa33e6bb4a3aa8675219f4d05c40039365b4f49d63cf23c0,-4.10266,-79.95665,6.95
92,913246c2-74c4-453c-b4c4-e14348e6769f,f0381a8f4c11c8410e33c87aa4a68ae2b06444ee4f92adb191f33efd3294872d,52.18902,34.03639,12.49
93,1e0114fc-e0c3-446f-9fb9-3e2646bbdce0,e441f46845b6f4be6929f3b1fc3e5f5b80fc41773a571acbdc78a3e9942fb58e,34.22956,37.24066,9.14
94,b82119cc-4c89-4707-a329-7d9e3a4e2771,4b9ea11aec7b08fd7e6beeee9bac731a85f4eedc0a87ae76f95c92d12449332f,-18.18006,-63.87552,9.34
95,a7e74696-f196-4573-af63-82582f2b7c31,dcf9cea4d1275b6482fb4abd6757e1f08a4156edcd022c677b11358bf6e1949f,6.60086,3.48818,9.62
96,10738ecc-f34f-4663-89e5-689395897d8a,b91039b803d8231fb40e2750f6fbb9fabd863b4b04e058a63d0053a279b7e58e,31.21452,31.35798,11.08
97,e34ea974-8267-4593-8bfc-2dee0d4c8137,c9e55b96abc8a88036258d238c26dc3ca2e7d7127b3214150843c10cbf4683d2,0.33511,34.4864,10.11
98,fe956160-4b3c-4405-a83e-ed29863c4110,6a3ab9a2e950df61dfdcfea7eb5f4fb1cd51e409002d3b3df6db3e5d8f5be302,45.61685,-61.99858,9.49
99,1f60f92d-5179-4fe6-88d3-add62841eb23,ccabeab0e8cbf23ce11d30d0aa64eefe75bc17670e6f098c57e3bbe2db2e87f4,28.34083,105.97611,10.35
100,879c574f-dbaa-4d8c-86d3-7af0f5060bd8,4d9b0a47297ba985e7b24744d7be8514f6b81c6f54b63d2fea045ac3bded3238,20.88557,106.0356,12.63
101,7ca6c1f4-262e-4b4b-b289-070ae9095de0,3eae6bc6e24a33c17398aace39cc231b4603bca4a1177ec581f6244e728ccc41,9.43361,118.54879,9.26
102,698d31c5-284f-4f1f-8b85-1280b985f9b3,b539e16e18fcb706aee7d8c06e144c00b9d53c9e9025a9ac1b63daeff0b3d5ea,11.00703,-74.24765,9.44
103,af6c4cd2-f4f1-4da7-aa39-3dc9b3fd1cb8,2076b52f04fce9c9f0cb546576bc7810da5cbc39453975765b53b14ff4d7cb84,45.9461,38.54864,9.0
104,f9430b4b-3607-4b72-8546-833fedf2ab64,5dd75aa30f480dc95f7e47ef136ab3527445adcd32d00de5780c49e74529302a,51.73989,18.21653,10.53
105,c9c91869-b56c-4972-9f1e-d0d2c46ed41e,e12de14d0a387de39c970c2adb25505b4b1c5f879c409e7810ab2fc0e423aa7f,39.6608,-8.9806,11.11
106,398a61d3-df90-4890-9225-864b04448bd3,405954a61c5adfef2d6574a19e4105988bb0602becdbcb558523a901ded2ab0e,23.9031,-99.2167,9.62
107,23ddec8c-7ce8-4ff4-91c1-58ca24b74e91,2ba0dd697f1e2a3374981c4ca98231d48c9d6537c245fb6644965775f88b08af,12.43303,8.51541,10.55
108,d670aeee-febf-46cb-a135-ed646017cc77,8cb28edcecce2b897a6dafdd6ab280d4feefc69490af45e14c3e3ad0280fb273,26.51972,110.41194,9.73
109,ecfbc2f4-90ca-43d8-b6d2-30c4179cded6,6116b1fe24cccc330075e5bac1bc6ebe2d44d2497fd451783afbd28d9fda2ec2,64.7507,20.9528,9.16
110,68a91a4a-7ccc-49e4-8f37-903113c0f39a,898b8bd634ae59f1499f0342ed04ddd5b45378fad7dce82c2544be8b90b56899,52.556,24.4573,9.26
111,cc7dbc7b-0fa7-4ff3-9997-d38175b2ac4b,e049a33bb091a05e332a5fceaf16595c53cf2d8955db164f34cded69d6866790,18.94291,96.43408,13.19
112,71c61d32-f609-46a9-a112-26494fc0c9a2,88eae0014d2c01c7598069638dfc4fb8bfdea45f83036016b92156cb391244eb,-8.09308,112.32795,9.95
113,f8898c15-dbc3-433d-bb4f-89742346be80,d7515704a7b7cc9b7f9ad918df24f705744883964c9165b03db884fdd0d38a40,57.3044,13.5408,10.53
114,55267413-a510-4558-acd0-5f2aff513996,75621fb6b45a0c288caebabac5356b6b7ab3005f4c56262e6dc0ea9caa386469,55.6759,12.5655,7.27
115,26cf29e7-2b88-4ca2-b06c-1299141d52cb,5687ba0cf9fb1b99eba25ca0c16941b13a1ac8b99e71738d3523e82f90641a20,42.9075,20.84028,10.12
116,d6f715fb-2149-48d9-9e89-5396d3ba542b,f88291f4616fe49008eb82306eefb8404833691844cd2c16adf041cbe4af241a,10.79408,-74.9164,8.67
117,83d9ebb9-06c5-4d4e-bd93-ff194a77e707,8724040b78556a6beb7c88b37eb49cb9a398d9eec8f1c0c7f3f62a12e375f769,31.78394,111.82752,10.03
118,90b7b282-4287-402e-b5b4-2842173af80a,ee5a76ba5c516234cb4d4426032dc393efdf3ff04340d8f9c2f86872b700f3d2,-25.19,-49.31417,8.66
119,5b614e02-4148-4032-b50c-046e24add24f,996f9f0c2de649da572fda8cfddaf8f966f9e46667c99f25d43e6732b8f909b5,13.25,-59.65,9.38
120,f5ed609e-11e1-45f2-8e38-63e3b872dd3c,11b7d302bd9e178029cd3334eaef153efe9a99166ae28e5f1f7b3f61325fd1ea,41.1185,-8.4416,10.42
121,ff1493ef-baba-4f63-bf30-dbc13f9ba177,05fe909c8bf7324b679c19fa780ab37b06f2099855254239eb4adbc9a398542a,-2.94373,25.92237,9.29
122,f51a9ecb-0b8d-41b6-81c9-b97572f11f4a,59b1ac0b4cdf741397e780c306da407eec8f2d8ea33d01c0ce9a237dbb79bd45,14.66,120.56528,9.78
123,0b971706-9348-4307-9afa-fa2bc04a51c3,6d2e1c75d24dc29bb9bc5110c30b83d76cb5092923bd5a302404b69111815294,-8.5576,115.1196,9.67
124,2122526f-6be9-4fc0-ac06-91f9578e6ec9,7e250281380ee1230fbcf61d507e2f64bbdd3f22f6d46bc4b38f1ba21857503c,44.3658,39.7078,9.96
125,2efd8b8a-100c-4cad-bb42-e04335768936,6b5ca90ba360e538022d4b096da71bf076de3eca41c1a74bfad4c0d3a03173c6,29.85795,119.60959,9.11
126,7341f8a1-4b18-4385-b588-0e7a5bb4c864,4433e9145fc4bc388afc575aaf9f8b04917ce0096bc66e5a6c0ac6732a3bfe72,49.65833,6.08222,11.11
127,e4f5e346-8d2d-43ad-a0a0-ffbf4c610c57,6a8f498185c65952015da3dcb8c8010a83883d31d3470a9070bd85e7da5d10b8,41.0833,-8.6167,8.84
128,363b2dbe-61a3-4e0d-8bb2-62c49599b441,1e5ce0e247d2ef2ae1f017d8e5436ae90607085d6a215940fbbbc1ff24246531,32.90594,101.70625,9.55
129,c31bec64-380b-4292-b587-f89f6531256a,9464f5fb51b11a88c394a328fbfe902c625bbb915adef62c7d35078d0ff668a0,-13.07361,-74.41194,10.33
130,ffef111b-80f1-4c0b-be1a-c4f16242e25a,831d931ffaa6603eee466ae8b4d4458caad526cd331412277d8cda99cdee2fe2,-19.68278,-44.89028,11.7
131,589e0dfd-26fd-471b-a30f-d27410328252,e5f9b787b36fb31c775c6a68a3feed67aee365795bb06e2477b0907cf003538c,48.3,4.0833,9.35
132,76fe01db-87c0-4718-bbf1-f55a56a6dec6,62f9e24def6bbae0e56997f9735975efb6be039bef5dbabdcfe40dbd27c45843,-14.95,-70.4,9.2
133,2776be2b-8399-4be3-9791-90f0dac86739,eae72cc9038f951de02d5c7409ab2f0307f305cbca929d1ad049d8858ee92be5,24.64894,116.94556,9.07
134,e1db04f2-ed21-4c09-8202-66145dae2613,0a53fe4c0f2c310fa0b034b693d76b29235a31d0b22eea03e456c15f747fa788,-6.6254,110.9935,10.49
135,bbc33521-2560-4e18-92b9-4484e97169ad,dc1ae30d066424b5815e970c0021f53f5df878adccbab13de55874bcf95ad4f3,27.9654,-82.8001,10.41
136,e4d4efe4-ecc6-452a-b524-cc597fd99ab1,c0751628bf2ec1203b789e3237f04bf0b2d911cc00f7e22631faab1790c98f62,34.97528,127.58917,10.14
137,6dafd5de-50f4-4d4e-99c0-3828711e81be,129fec56f4e5ec9e430e76020589fcd86bafd2555d4848574fbf405be8f912d3,-27.16742,-65.49832,8.94
138,a1982a28-89b0-4959-8ddd-5b17a6c171ed,1475b3bd7fb502874945f8ce1e78a093311e0853d06e4e72560346162b6a40b4,48.82257,28.9407,10.63
139,2784d96a-d4c2-415d-aeb5-08f1c8ce0cb0,c810202239a98343b37d0ea461c51edbdb8680f4201847ac544f690101a8e52d,13.25,-59.65,8.91
140,b76edec2-30fa-46ef-a033-141deb18617b,42354d4c94f6ff7e60ede662bbfe594669770cfde7d829bd34047b4a2ecd72ce,53.27657,36.57334,9.72
141,736476c0-939f-4fc1-a50e-20e8b3198dc9,a3a80390696d0df6a0c3388464817f7798b6bbdfbc48ea7b10efe84105f7e647,-8.0321,112.7975,11.11
142,10972dce-9475-458c-8b6c-c11aee84e683,b74353690e9c51b2eabcda81cc359516dee430f842140976ba1c881d1d172ecb,41.8172,124.04135,10.48
143,98537cf5-4ec9-450d-95f2-56a04e8a4d7b,9bb15293b32aa7b236dd8fc88a10ba4b44cc9e305b842a8a5b9d8df3931b04ad,48.66306,102.62278,11.5
144,29cd8792-196c-4b13-ba26-129be0e821da,9e2558b8fecdf5df686eddee4a7c4586d22ed37369cfd408b6815607691175c5,25.65645,119.05318,8.97
145,c88eba65-65f3-4eaf-ab03-fd2d642d9038,fae1d7f1d37802a621182d6408aa4f6f2fc06769ce28397056dac1cca2dbfc2f,14.06719,-90.46791,10.04
146,74d5c9bd-74ec-4693-aad9-649335b97889,66b8608af6ad6443f6dc2cb43401bfd7b7352a122717a932398853b01fdfb152,29.34662,106.43514,7.2
147,06d88476-d6f8-44ea-9e0a-a6f507f56929,8fdf7216c09b98c90d76b3a51c818ebf53d7b32b1e93f3243b9891542ccac16a,-7.3393,108.8661,9.01
148,108c5cf9-4b95-4fa8-a95e-0ace1c52b40d,792824b890d72df7007f3b0d57fa888003e5dc7f616258b511af653ec65cf12d,22.89111,-82.49917,10.85
149,a1f9a8f7-9ca1-44d1-a38e-87cf8a772e12,ca4e01dce070cf57a685063cd50fc1a75dff7a5ff11ad1a255f46a9cd933e6f3,37.32129,97.13457,8.88
150,0f4456a6-b2b0-49fe-bfd6-b25cc1221f40,a6faaa5b6c7418f6e797f87f1988d5e4282aad8826d98e9b66d6563823fe506d,41.55,-8.4889,8.71
151,55ace5ed-2a11-4218-baeb-763b16a941a7,5f0409aa3bffba0c64096a5513dd725b9d1394e9bfdb051ec7c0640864fdac7f,33.27234,112.84408,9.87
152,bb0cb37d-ca28-420c-bf93-5d7fe78496fe,80c71fc6e167afef904d2a533f10a4a1d751f178ae6b90dc98dccbe56cd3cb71,53.1516,27.0913,9.48
153,428ddf3a-6ba3-4557-a5f1-c20843f42ac2,28490f397405f2cd9d222db4f412a7f6cd120a87e395c4f32fc172c9d9a862c1,50.58806,107.60222,8.76
154,d36fad36-91e1-4be0-9bad-f1973557193e,d06387dfff29e09bfa568e8fc0b79bb1d38b4f4bc707ead6ca19ae1c78414d44,23.20194,114.39185,10.26
155,8ae76645-7148-4dd2-a758-0aa9462b5aa1,c6a8090c894a81d1f26b2ca92c70dae33787dd3a26441921256ece051243151b,-8.8322,121.6765,9.22
156,029213d1-40a3-4743-80d2-aa804642d77b,4a0db896a30a7b684e262b92b49963a32aa1184eaff9f25e1030b6776f356f2f,13.66139,-87.53278,9.79
157,6d149c00-9a3d-487a-8f1d-6b9df992a9b5,c1e9a55c9085cb3f982e210f51b10832aa6c4b32543bb1db253bda07f4fd096d,54.24707,18.84567,11.3
158,32d19945-18eb-48a4-999d-b9db64f6c330,437fa648beda5434e804d63895965d65b4ceb2e37a1afc0fffad3f504e0ef6c3,13.6241,123.1612,8.95
159,1f0378af-3c0f-4422-a5ce-cba9479cac7b,18d1ff8a8451fb9a9d3cfda90a17a3738cb16efffbaebdb999f97450941fa8be,64.8544,-147.8469,8.81
160,cba8a0cf-41d1-44cd-a49e-501ddf414216,910d680b2c83c3c6e20c38cf76bc44537f0bc47d07953b117b90663ae9098017,-7.3066,107.1798,10.27
161,32124ce5-0b82-4604-812d-8873e2620742,d3f9beff5ef8e0676671dc23fcc842fe59549091415217ac097d64c54babcecc,52.1241,5.3452,11.73
162,9e4df0bc-d117-414f-bc13-a8e3492c3f12,f65597b09120ad75261aaff29aed43acc957f488d4a9103d59eccaf8c9d30fc7,-26.45,31.01667,10.11
